baseSku,productName,productDescription,categorySlug,variantSku,attributeSummary,price,stockQuantity
PRD1289,Prime Wireless Mouse,Deluxe prime wireless mouse. Highly rated and perfect for everyday use.,electronics-audio,PRD1289-V1,Silver,546.04,393
PRD1289,Prime Wireless Mouse,Pro prime wireless mouse. Highly rated and perfect for everyday use.,electronics-audio,PRD1289-V2,Black,314.95,78
PRD1290,Ultra Rice,Standard ultra rice. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1290-V1,10kg,61.94,47
PRD1291,Ultra Sugar,Standard ultra sugar. Highly rated and perfect for everyday use.,groceries-pantry,PRD1291-V1,2kg,65.31,219
PRD1291,Ultra Sugar,Deluxe ultra sugar. Highly rated and perfect for everyday use.,groceries-pantry,PRD1291-V2,1kg,84.39,441
PRD1291,Ultra Sugar,Basic ultra sugar. Highly rated and perfect for everyday use.,groceries-pantry,PRD1291-V3,10kg,79.98,299
PRD1292,Monate Pasta,Premium monate pasta. Highly rated and perfect for everyday use.,groceries-beverages,PRD1292-V1,10kg,65.09,310
PRD1293,Daily Juice,Deluxe daily juice. Highly rated and perfect for everyday use.,groceries-pantry,PRD1293-V1,2kg,55.92,248
PRD1294,Prime Throw Pillow,Premium prime throw pillow. Highly rated and perfect for everyday use.,home-and-garden-gardening,PRD1294-V1,Large,160.14,119
PRD1294,Prime Throw Pillow,Eco-Friendly prime throw pillow. Highly rated and perfect for everyday use.,home-and-garden-gardening,PRD1294-V2,Value Pack,126.81,457
PRD1295,Ultra Bed Sheets,Eco-Friendly ultra bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1295-V1,Large,155.58,489
PRD1296,Monate LED Bulb,Deluxe monate led bulb. Highly rated and perfect for everyday use.,home-and-garden-bedding,PRD1296-V1,Standard,105.51,139
PRD1296,Monate LED Bulb,Deluxe monate led bulb. Highly rated and perfect for everyday use.,home-and-garden-bedding,PRD1296-V2,Large,107.04,206
PRD1297,Daily Keyboard,Advanced daily keyboard. Highly rated and perfect for everyday use.,electronics-power,PRD1297-V1,Black,84.95,130
PRD1297,Daily Keyboard,Advanced daily keyboard. Highly rated and perfect for everyday use.,electronics-power,PRD1297-V2,Blue,79.53,444
PRD1298,Prime Rice,Eco-Friendly prime rice. Highly rated and perfect for everyday use.,groceries-beverages,PRD1298-V1,2kg,48.82,455
PRD1298,Prime Rice,Standard prime rice. Highly rated and perfect for everyday use.,groceries-beverages,PRD1298-V2,10kg,78.2,394
PRD1298,Prime Rice,Deluxe prime rice. Highly rated and perfect for everyday use.,groceries-beverages,PRD1298-V3,1kg,63.91,345
PRD1299,Daily Earbuds,Basic daily earbuds. Highly rated and perfect for everyday use.,electronics-power,PRD1299-V1,Black,102.54,455
PRD1299,Daily Earbuds,Eco-Friendly daily earbuds. Highly rated and perfect for everyday use.,electronics-power,PRD1299-V2,Blue,96.6,166
PRD1300,Luxe Water,Eco-Friendly luxe water. Highly rated and perfect for everyday use.,groceries-beverages,PRD1300-V1,10kg,136.63,188
PRD1301,Monate HDMI Cable,Pro monate hdmi cable. Highly rated and perfect for everyday use.,electronics-power,PRD1301-V1,Black,118.05,71
PRD1301,Monate HDMI Cable,Deluxe monate hdmi cable. Highly rated and perfect for everyday use.,electronics-power,PRD1301-V2,White,105.46,403
PRD1301,Monate HDMI Cable,Eco-Friendly monate hdmi cable. Highly rated and perfect for everyday use.,electronics-power,PRD1301-V3,Silver,134.36,143
PRD1302,Essential Cotton Socks,Deluxe essential cotton socks. Highly rated and perfect for everyday use.,clothing-winter,PRD1302-V1,Small,350.29,199
PRD1302,Essential Cotton Socks,Basic essential cotton socks. Highly rated and perfect for everyday use.,clothing-winter,PRD1302-V2,XXL,466.45,100
PRD1302,Essential Cotton Socks,Deluxe essential cotton socks. Highly rated and perfect for everyday use.,clothing-winter,PRD1302-V3,Medium,367.58,490
PRD1302,Essential Cotton Socks,Pro essential cotton socks. Highly rated and perfect for everyday use.,clothing-winter,PRD1302-V4,Large,354.33,220
PRD1302,Essential Cotton Socks,Premium essential cotton socks. Highly rated and perfect for everyday use.,clothing-winter,PRD1302-V5,XL,364.64,100
PRD1303,Luxe Beans,Eco-Friendly luxe beans. Highly rated and perfect for everyday use.,groceries-snacks,PRD1303-V1,5kg,16.85,403
PRD1303,Luxe Beans,Premium luxe beans. Highly rated and perfect for everyday use.,groceries-snacks,PRD1303-V2,1kg,15.61,329
PRD1303,Luxe Beans,Premium luxe beans. Highly rated and perfect for everyday use.,groceries-snacks,PRD1303-V3,2kg,20.99,401
PRD1304,Max Juice,Eco-Friendly max juice. Highly rated and perfect for everyday use.,groceries-pantry,PRD1304-V1,2kg,142.2,299
PRD1304,Max Juice,Premium max juice. Highly rated and perfect for everyday use.,groceries-pantry,PRD1304-V2,5kg,138.19,114
PRD1305,Ultra Cotton Hoodie,Advanced ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-winter,PRD1305-V1,XL,205.51,358
PRD1305,Ultra Cotton Hoodie,Eco-Friendly ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-winter,PRD1305-V2,Large,285.13,401
PRD1305,Ultra Cotton Hoodie,Basic ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-winter,PRD1305-V3,XXL,299.65,444
PRD1305,Ultra Cotton Hoodie,Premium ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-winter,PRD1305-V4,Small,234.4,256
PRD1306,Daily Premium Body Wash,Standard daily premium body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1306-V1,100ml,146.12,133
PRD1306,Daily Premium Body Wash,Pro daily premium body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1306-V2,250ml,136.84,212
PRD1306,Daily Premium Body Wash,Basic daily premium body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1306-V3,500ml,123.98,424
PRD1306,Daily Premium Body Wash,Basic daily premium body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1306-V4,1L,129.47,159
PRD1307,Max Sugar,Premium max sugar. Highly rated and perfect for everyday use.,groceries-baking,PRD1307-V1,10kg,75.53,384
PRD1307,Max Sugar,Deluxe max sugar. Highly rated and perfect for everyday use.,groceries-baking,PRD1307-V2,5kg,89.37,246
PRD1307,Max Sugar,Eco-Friendly max sugar. Highly rated and perfect for everyday use.,groceries-baking,PRD1307-V3,1kg,74.77,219
PRD1307,Max Sugar,Basic max sugar. Highly rated and perfect for everyday use.,groceries-baking,PRD1307-V4,2kg,71.68,83
PRD1308,Daily All-Purpose Cleaner,Eco-Friendly daily all-purpose cleaner. Highly rated and perfect for everyday use.,home-and-garden-gardening,PRD1308-V1,Value Pack,132.94,150
PRD1309,Luxe Water,Advanced luxe water. Highly rated and perfect for everyday use.,groceries-snacks,PRD1309-V1,1kg,106.84,395
PRD1309,Luxe Water,Basic luxe water. Highly rated and perfect for everyday use.,groceries-snacks,PRD1309-V2,10kg,85.44,480
PRD1310,Daily Rice,Deluxe daily rice. Highly rated and perfect for everyday use.,groceries-baking,PRD1310-V1,10kg,63.68,451
PRD1310,Daily Rice,Deluxe daily rice. Highly rated and perfect for everyday use.,groceries-baking,PRD1310-V2,5kg,72.67,76
PRD1311,Luxe Premium Vitamin C,Pro luxe premium vitamin c. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1311-V1,100ml,87.63,111
PRD1312,Luxe Cotton T-Shirt,Eco-Friendly luxe cotton t-shirt. Highly rated and perfect for everyday use.,clothing-activewear,PRD1312-V1,XL,496.44,56
PRD1312,Luxe Cotton T-Shirt,Eco-Friendly luxe cotton t-shirt. Highly rated and perfect for everyday use.,clothing-activewear,PRD1312-V2,Small,772.77,85
PRD1312,Luxe Cotton T-Shirt,Standard luxe cotton t-shirt. Highly rated and perfect for everyday use.,clothing-activewear,PRD1312-V3,Medium,812.21,480
PRD1312,Luxe Cotton T-Shirt,Eco-Friendly luxe cotton t-shirt. Highly rated and perfect for everyday use.,clothing-activewear,PRD1312-V4,Large,684.88,278
PRD1312,Luxe Cotton T-Shirt,Standard luxe cotton t-shirt. Highly rated and perfect for everyday use.,clothing-activewear,PRD1312-V5,XXL,490.45,396
PRD1313,Choice Towel,Pro choice towel. Highly rated and perfect for everyday use.,home-and-garden-bedding,PRD1313-V1,Large,116.14,237
PRD1314,Prime Flour,Deluxe prime flour. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1314-V1,2kg,46.56,149
PRD1314,Prime Flour,Standard prime flour. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1314-V2,5kg,46.22,426
PRD1315,Daily Pro Body Wash,Pro daily pro body wash. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1315-V1,250ml,23.37,289
PRD1315,Daily Pro Body Wash,Basic daily pro body wash. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1315-V2,500ml,33.42,74
PRD1315,Daily Pro Body Wash,Eco-Friendly daily pro body wash. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1315-V3,100ml,31.75,475
PRD1315,Daily Pro Body Wash,Advanced daily pro body wash. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1315-V4,1L,28.52,39
PRD1316,Ultra Throw Pillow,Deluxe ultra throw pillow. Highly rated and perfect for everyday use.,home-and-garden-cleaning,PRD1316-V1,Value Pack,98.23,367
PRD1317,Choice Earbuds,Eco-Friendly choice earbuds. Highly rated and perfect for everyday use.,electronics-peripherals,PRD1317-V1,Blue,158.93,92
PRD1317,Choice Earbuds,Standard choice earbuds. Highly rated and perfect for everyday use.,electronics-peripherals,PRD1317-V2,Black,153.91,271
PRD1317,Choice Earbuds,Standard choice earbuds. Highly rated and perfect for everyday use.,electronics-peripherals,PRD1317-V3,White,137.06,108
PRD1318,Essential All-Purpose Cleaner,Eco-Friendly essential all-purpose cleaner. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1318-V1,Value Pack,233.52,238
PRD1319,Luxe HDMI Cable,Advanced luxe hdmi cable. Highly rated and perfect for everyday use.,electronics-accessories,PRD1319-V1,Black,473.17,278
PRD1319,Luxe HDMI Cable,Standard luxe hdmi cable. Highly rated and perfect for everyday use.,electronics-accessories,PRD1319-V2,White,287.23,250
PRD1319,Luxe HDMI Cable,Advanced luxe hdmi cable. Highly rated and perfect for everyday use.,electronics-accessories,PRD1319-V3,Blue,510.1,456
PRD1319,Luxe HDMI Cable,Standard luxe hdmi cable. Highly rated and perfect for everyday use.,electronics-accessories,PRD1319-V4,Silver,356.21,482
PRD1320,Prime Power Bank,Eco-Friendly prime power bank. Highly rated and perfect for everyday use.,electronics-peripherals,PRD1320-V1,Silver,410.5,429
PRD1321,Daily Pro Moisturizer,Pro daily pro moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1321-V1,1L,205.03,434
PRD1321,Daily Pro Moisturizer,Pro daily pro moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1321-V2,100ml,185.77,340
PRD1321,Daily Pro Moisturizer,Eco-Friendly daily pro moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1321-V3,500ml,121.6,497
PRD1321,Daily Pro Moisturizer,Basic daily pro moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1321-V4,250ml,191.47,459
PRD1322,Luxe Keyboard,Pro luxe keyboard. Highly rated and perfect for everyday use.,electronics-cables,PRD1322-V1,White,240.71,160
PRD1323,Monate Cotton Hoodie,Basic monate cotton hoodie. Highly rated and perfect for everyday use.,clothing-activewear,PRD1323-V1,XL,181.69,224
PRD1323,Monate Cotton Hoodie,Eco-Friendly monate cotton hoodie. Highly rated and perfect for everyday use.,clothing-activewear,PRD1323-V2,Medium,208.57,313
PRD1323,Monate Cotton Hoodie,Advanced monate cotton hoodie. Highly rated and perfect for everyday use.,clothing-activewear,PRD1323-V3,Large,197.4,434
PRD1323,Monate Cotton Hoodie,Standard monate cotton hoodie. Highly rated and perfect for everyday use.,clothing-activewear,PRD1323-V4,Small,143.47,65
PRD1324,Ultra Keyboard,Advanced ultra keyboard. Highly rated and perfect for everyday use.,electronics-cables,PRD1324-V1,White,261.4,71
PRD1324,Ultra Keyboard,Basic ultra keyboard. Highly rated and perfect for everyday use.,electronics-cables,PRD1324-V2,Blue,331.38,408
PRD1324,Ultra Keyboard,Premium ultra keyboard. Highly rated and perfect for everyday use.,electronics-cables,PRD1324-V3,Silver,310.0,36
PRD1325,Essential Plant Pot,Premium essential plant pot. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1325-V1,Large,37.98,256
PRD1325,Essential Plant Pot,Advanced essential plant pot. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1325-V2,Value Pack,67.96,68
PRD1326,Choice Towel,Basic choice towel. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1326-V1,Value Pack,44.46,341
PRD1326,Choice Towel,Advanced choice towel. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1326-V2,Large,70.94,159
PRD1327,Monate Rice,Advanced monate rice. Highly rated and perfect for everyday use.,groceries-baking,PRD1327-V1,10kg,53.94,341
PRD1327,Monate Rice,Pro monate rice. Highly rated and perfect for everyday use.,groceries-baking,PRD1327-V2,5kg,56.06,393
PRD1327,Monate Rice,Pro monate rice. Highly rated and perfect for everyday use.,groceries-baking,PRD1327-V3,1kg,61.01,349
PRD1327,Monate Rice,Eco-Friendly monate rice. Highly rated and perfect for everyday use.,groceries-baking,PRD1327-V4,2kg,40.76,258
PRD1328,Max LED Bulb,Eco-Friendly max led bulb. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1328-V1,Standard,43.56,306
PRD1328,Max LED Bulb,Premium max led bulb. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1328-V2,Large,56.76,271
PRD1328,Max LED Bulb,Eco-Friendly max led bulb. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1328-V3,Value Pack,60.74,445
PRD1329,Monate Towel,Pro monate towel. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1329-V1,Standard,217.86,366
PRD1329,Monate Towel,Standard monate towel. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1329-V2,Value Pack,268.29,312
PRD1329,Monate Towel,Basic monate towel. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1329-V3,Large,320.59,371
PRD1330,Prime Plant Pot,Premium prime plant pot. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1330-V1,Standard,221.88,85
PRD1330,Prime Plant Pot,Standard prime plant pot. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1330-V2,Large,228.24,446
PRD1331,Ultra Throw Pillow,Advanced ultra throw pillow. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1331-V1,Value Pack,71.8,339
PRD1332,Prime Standard Moisturizer,Advanced prime standard moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1332-V1,1L,196.23,83
PRD1332,Prime Standard Moisturizer,Deluxe prime standard moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1332-V2,500ml,142.8,176
PRD1333,Ultra USB-C Charger,Standard ultra usb-c charger. Highly rated and perfect for everyday use.,electronics-accessories,PRD1333-V1,Silver,281.62,152
PRD1333,Ultra USB-C Charger,Advanced ultra usb-c charger. Highly rated and perfect for everyday use.,electronics-accessories,PRD1333-V2,Black,196.24,355
PRD1334,Luxe Chips,Premium luxe chips. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1334-V1,2kg,76.33,39
PRD1334,Luxe Chips,Premium luxe chips. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1334-V2,10kg,84.89,157
PRD1334,Luxe Chips,Basic luxe chips. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1334-V3,1kg,82.2,436
PRD1335,Daily Towel,Basic daily towel. Highly rated and perfect for everyday use.,home-and-garden-bedding,PRD1335-V1,Value Pack,289.86,129
PRD1335,Daily Towel,Eco-Friendly daily towel. Highly rated and perfect for everyday use.,home-and-garden-bedding,PRD1335-V2,Standard,222.45,447
PRD1336,Essential Plant Pot,Basic essential plant pot. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1336-V1,Standard,95.79,498
PRD1336,Essential Plant Pot,Standard essential plant pot. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1336-V2,Large,75.26,430
PRD1337,Ultra Earbuds,Pro ultra earbuds. Highly rated and perfect for everyday use.,electronics-accessories,PRD1337-V1,White,281.15,226
PRD1337,Ultra Earbuds,Basic ultra earbuds. Highly rated and perfect for everyday use.,electronics-accessories,PRD1337-V2,Silver,326.15,232
PRD1337,Ultra Earbuds,Basic ultra earbuds. Highly rated and perfect for everyday use.,electronics-accessories,PRD1337-V3,Blue,215.49,78
PRD1338,Monate Eco-Friendly Vitamin C,Basic monate eco-friendly vitamin c. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1338-V1,500ml,153.6,222
PRD1339,Essential Power Bank,Standard essential power bank. Highly rated and perfect for everyday use.,electronics-cables,PRD1339-V1,Silver,115.18,232
PRD1339,Essential Power Bank,Premium essential power bank. Highly rated and perfect for everyday use.,electronics-cables,PRD1339-V2,Black,123.48,214
PRD1339,Essential Power Bank,Basic essential power bank. Highly rated and perfect for everyday use.,electronics-cables,PRD1339-V3,White,92.08,219
PRD1339,Essential Power Bank,Deluxe essential power bank. Highly rated and perfect for everyday use.,electronics-cables,PRD1339-V4,Blue,93.93,156
PRD1340,Essential Power Bank,Pro essential power bank. Highly rated and perfect for everyday use.,electronics-audio,PRD1340-V1,Black,529.42,473
PRD1340,Essential Power Bank,Eco-Friendly essential power bank. Highly rated and perfect for everyday use.,electronics-audio,PRD1340-V2,Silver,498.99,262
PRD1340,Essential Power Bank,Advanced essential power bank. Highly rated and perfect for everyday use.,electronics-audio,PRD1340-V3,White,313.11,345
PRD1341,Ultra Flour,Premium ultra flour. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1341-V1,5kg,41.29,202
PRD1341,Ultra Flour,Basic ultra flour. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1341-V2,2kg,30.45,264
PRD1341,Ultra Flour,Eco-Friendly ultra flour. Highly rated and perfect for everyday use.,groceries-canned-goods,PRD1341-V3,10kg,48.12,42
PRD1342,Ultra Cotton Hoodie,Advanced ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-mens,PRD1342-V1,XL,526.2,84
PRD1343,Ultra Pro Toothpaste,Pro ultra pro toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1343-V1,250ml,116.76,154
PRD1343,Ultra Pro Toothpaste,Basic ultra pro toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1343-V2,1L,205.4,321
PRD1344,Essential HDMI Cable,Basic essential hdmi cable. Highly rated and perfect for everyday use.,electronics-accessories,PRD1344-V1,White,293.54,214
PRD1344,Essential HDMI Cable,Pro essential hdmi cable. Highly rated and perfect for everyday use.,electronics-accessories,PRD1344-V2,Black,393.84,120
PRD1345,Luxe Towel,Premium luxe towel. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1345-V1,Standard,62.96,195
PRD1346,Max Cotton Socks,Advanced max cotton socks. Highly rated and perfect for everyday use.,clothing-mens,PRD1346-V1,Large,497.1,125
PRD1347,Ultra Wireless Mouse,Advanced ultra wireless mouse. Highly rated and perfect for everyday use.,electronics-accessories,PRD1347-V1,Blue,140.24,272
PRD1347,Ultra Wireless Mouse,Standard ultra wireless mouse. Highly rated and perfect for everyday use.,electronics-accessories,PRD1347-V2,Black,163.49,290
PRD1347,Ultra Wireless Mouse,Pro ultra wireless mouse. Highly rated and perfect for everyday use.,electronics-accessories,PRD1347-V3,White,211.45,134
PRD1347,Ultra Wireless Mouse,Pro ultra wireless mouse. Highly rated and perfect for everyday use.,electronics-accessories,PRD1347-V4,Silver,126.23,184
PRD1348,Monate Bed Sheets,Premium monate bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1348-V1,Value Pack,70.69,15
PRD1348,Monate Bed Sheets,Pro monate bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1348-V2,Large,83.93,178
PRD1348,Monate Bed Sheets,Pro monate bed sheets. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1348-V3,Standard,61.37,44
PRD1349,Daily Advanced Shampoo,Premium daily advanced shampoo. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1349-V1,100ml,190.03,357
PRD1349,Daily Advanced Shampoo,Eco-Friendly daily advanced shampoo. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1349-V2,500ml,143.53,337
PRD1349,Daily Advanced Shampoo,Advanced daily advanced shampoo. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1349-V3,1L,124.92,146
PRD1349,Daily Advanced Shampoo,Basic daily advanced shampoo. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1349-V4,250ml,148.04,342
PRD1350,Max Water,Advanced max water. Highly rated and perfect for everyday use.,groceries-baking,PRD1350-V1,5kg,91.4,318
PRD1350,Max Water,Eco-Friendly max water. Highly rated and perfect for everyday use.,groceries-baking,PRD1350-V2,2kg,95.93,85
PRD1350,Max Water,Standard max water. Highly rated and perfect for everyday use.,groceries-baking,PRD1350-V3,1kg,116.32,15
PRD1351,Essential Keyboard,Pro essential keyboard. Highly rated and perfect for everyday use.,electronics-audio,PRD1351-V1,Black,238.48,463
PRD1352,Max Advanced Toothpaste,Pro max advanced toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1352-V1,1L,35.61,327
PRD1352,Max Advanced Toothpaste,Advanced max advanced toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1352-V2,250ml,44.29,329
PRD1352,Max Advanced Toothpaste,Premium max advanced toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1352-V3,500ml,42.18,449
PRD1353,Daily Eco-Friendly Toothpaste,Standard daily eco-friendly toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-skincare,PRD1353-V1,1L,69.22,159
PRD1353,Daily Eco-Friendly Toothpaste,Advanced daily eco-friendly toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-skincare,PRD1353-V2,100ml,107.9,188
PRD1354,Ultra Towel,Advanced ultra towel. Highly rated and perfect for everyday use.,home-and-garden-gardening,PRD1354-V1,Value Pack,176.27,389
PRD1354,Ultra Towel,Advanced ultra towel. Highly rated and perfect for everyday use.,home-and-garden-gardening,PRD1354-V2,Standard,240.18,405
PRD1354,Ultra Towel,Pro ultra towel. Highly rated and perfect for everyday use.,home-and-garden-gardening,PRD1354-V3,Large,210.49,268
PRD1355,Max Advanced Toothpaste,Pro max advanced toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1355-V1,1L,58.65,136
PRD1355,Max Advanced Toothpaste,Deluxe max advanced toothpaste. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1355-V2,500ml,52.12,259
PRD1356,Max Throw Pillow,Standard max throw pillow. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1356-V1,Value Pack,155.0,53
PRD1356,Max Throw Pillow,Advanced max throw pillow. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1356-V2,Large,267.12,24
PRD1357,Ultra Cotton T-Shirt,Deluxe ultra cotton t-shirt. Highly rated and perfect for everyday use.,clothing-kids,PRD1357-V1,Medium,236.81,411
PRD1358,Essential Advanced Moisturizer,Standard essential advanced moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1358-V1,250ml,99.21,299
PRD1358,Essential Advanced Moisturizer,Advanced essential advanced moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1358-V2,100ml,95.08,149
PRD1359,Max Pro Moisturizer,Pro max pro moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1359-V1,1L,38.26,396
PRD1359,Max Pro Moisturizer,Advanced max pro moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-bath,PRD1359-V2,100ml,52.35,31
PRD1360,Essential Cotton Socks,Pro essential cotton socks. Highly rated and perfect for everyday use.,clothing-mens,PRD1360-V1,Large,470.93,243
PRD1360,Essential Cotton Socks,Advanced essential cotton socks. Highly rated and perfect for everyday use.,clothing-mens,PRD1360-V2,XL,562.05,481
PRD1361,Ultra Wireless Mouse,Premium ultra wireless mouse. Highly rated and perfect for everyday use.,electronics-peripherals,PRD1361-V1,White,506.38,214
PRD1362,Ultra Cotton Hoodie,Eco-Friendly ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-kids,PRD1362-V1,XL,590.78,59
PRD1362,Ultra Cotton Hoodie,Eco-Friendly ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-kids,PRD1362-V2,Small,651.02,440
PRD1362,Ultra Cotton Hoodie,Basic ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-kids,PRD1362-V3,Large,817.62,253
PRD1362,Ultra Cotton Hoodie,Deluxe ultra cotton hoodie. Highly rated and perfect for everyday use.,clothing-kids,PRD1362-V4,XXL,816.26,1
PRD1363,Prime LED Bulb,Basic prime led bulb. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1363-V1,Value Pack,69.72,73
PRD1363,Prime LED Bulb,Eco-Friendly prime led bulb. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1363-V2,Large,100.36,187
PRD1363,Prime LED Bulb,Pro prime led bulb. Highly rated and perfect for everyday use.,home-and-garden-lighting,PRD1363-V3,Standard,77.84,467
PRD1364,Daily Advanced Body Wash,Premium daily advanced body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1364-V1,100ml,52.29,313
PRD1364,Daily Advanced Body Wash,Eco-Friendly daily advanced body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1364-V2,500ml,35.22,278
PRD1364,Daily Advanced Body Wash,Pro daily advanced body wash. Highly rated and perfect for everyday use.,health-and-beauty-vitamins,PRD1364-V3,250ml,57.14,412
PRD1365,Monate Plant Pot,Eco-Friendly monate plant pot. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1365-V1,Standard,353.97,270
PRD1365,Monate Plant Pot,Pro monate plant pot. Highly rated and perfect for everyday use.,home-and-garden-decor,PRD1365-V2,Value Pack,369.48,197
PRD1366,Monate Premium Shampoo,Advanced monate premium shampoo. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1366-V1,250ml,109.2,71
PRD1366,Monate Premium Shampoo,Premium monate premium shampoo. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1366-V2,500ml,128.32,183
PRD1366,Monate Premium Shampoo,Deluxe monate premium shampoo. Highly rated and perfect for everyday use.,health-and-beauty-hair-care,PRD1366-V3,100ml,101.95,408
PRD1367,Prime Premium Moisturizer,Pro prime premium moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1367-V1,500ml,103.5,401
PRD1367,Prime Premium Moisturizer,Advanced prime premium moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1367-V2,1L,85.04,466
PRD1367,Prime Premium Moisturizer,Pro prime premium moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1367-V3,100ml,77.56,64
PRD1367,Prime Premium Moisturizer,Eco-Friendly prime premium moisturizer. Highly rated and perfect for everyday use.,health-and-beauty-oral-care,PRD1367-V4,250ml,75.68,174
PRD1368,Essential Cotton Sneakers,Pro essential cotton sneakers. Highly rated and perfect for everyday use.,clothing-mens,PRD1368-V1,Small,68.08,73
PRD1369,Max Cotton Sneakers,Eco-Friendly max cotton sneakers. Highly rated and perfect for everyday use.,clothing-kids,PRD1369-V1,Medium,515.67,21
