baseSku,name,description,price,category,imageUrl
CLO-0167,Clothing Item 167,High quality Clothing Item 167 for your daily needs.,76.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0168,Groceries Item 168,High quality Groceries Item 168 for your daily needs.,77.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0169,Beauty Item 169,High quality Beauty Item 169 for your daily needs.,78.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0170,Electronics Item 170,High quality Electronics Item 170 for your daily needs.,79.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0171,Home & Kitchen Item 171,High quality Home & Kitchen Item 171 for your daily needs.,80.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0172,Clothing Item 172,High quality Clothing Item 172 for your daily needs.,81.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0173,Groceries Item 173,High quality Groceries Item 173 for your daily needs.,82.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0174,Beauty Item 174,High quality Beauty Item 174 for your daily needs.,83.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0175,Electronics Item 175,High quality Electronics Item 175 for your daily needs.,84.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0176,Home & Kitchen Item 176,High quality Home & Kitchen Item 176 for your daily needs.,85.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0177,Clothing Item 177,High quality Clothing Item 177 for your daily needs.,86.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0178,Groceries Item 178,High quality Groceries Item 178 for your daily needs.,87.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0179,Beauty Item 179,High quality Beauty Item 179 for your daily needs.,88.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0180,Electronics Item 180,High quality Electronics Item 180 for your daily needs.,89.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0181,Home & Kitchen Item 181,High quality Home & Kitchen Item 181 for your daily needs.,90.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0182,Clothing Item 182,High quality Clothing Item 182 for your daily needs.,91.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0183,Groceries Item 183,High quality Groceries Item 183 for your daily needs.,92.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0184,Beauty Item 184,High quality Beauty Item 184 for your daily needs.,93.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0185,Electronics Item 185,High quality Electronics Item 185 for your daily needs.,94.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0186,Home & Kitchen Item 186,High quality Home & Kitchen Item 186 for your daily needs.,95.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0187,Clothing Item 187,High quality Clothing Item 187 for your daily needs.,96.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0188,Groceries Item 188,High quality Groceries Item 188 for your daily needs.,97.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0189,Beauty Item 189,High quality Beauty Item 189 for your daily needs.,98.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0190,Electronics Item 190,High quality Electronics Item 190 for your daily needs.,99.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0191,Home & Kitchen Item 191,High quality Home & Kitchen Item 191 for your daily needs.,100.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0192,Clothing Item 192,High quality Clothing Item 192 for your daily needs.,101.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0193,Groceries Item 193,High quality Groceries Item 193 for your daily needs.,102.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0194,Beauty Item 194,High quality Beauty Item 194 for your daily needs.,103.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0195,Electronics Item 195,High quality Electronics Item 195 for your daily needs.,104.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0196,Home & Kitchen Item 196,High quality Home & Kitchen Item 196 for your daily needs.,105.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0197,Clothing Item 197,High quality Clothing Item 197 for your daily needs.,106.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0198,Groceries Item 198,High quality Groceries Item 198 for your daily needs.,107.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0199,Beauty Item 199,High quality Beauty Item 199 for your daily needs.,108.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0200,Electronics Item 200,High quality Electronics Item 200 for your daily needs.,9.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0201,Home & Kitchen Item 201,High quality Home & Kitchen Item 201 for your daily needs.,10.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0202,Clothing Item 202,High quality Clothing Item 202 for your daily needs.,11.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0203,Groceries Item 203,High quality Groceries Item 203 for your daily needs.,12.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0204,Beauty Item 204,High quality Beauty Item 204 for your daily needs.,13.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0205,Electronics Item 205,High quality Electronics Item 205 for your daily needs.,14.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0206,Home & Kitchen Item 206,High quality Home & Kitchen Item 206 for your daily needs.,15.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0207,Clothing Item 207,High quality Clothing Item 207 for your daily needs.,16.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0208,Groceries Item 208,High quality Groceries Item 208 for your daily needs.,17.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0209,Beauty Item 209,High quality Beauty Item 209 for your daily needs.,18.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0210,Electronics Item 210,High quality Electronics Item 210 for your daily needs.,19.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0211,Home & Kitchen Item 211,High quality Home & Kitchen Item 211 for your daily needs.,20.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0212,Clothing Item 212,High quality Clothing Item 212 for your daily needs.,21.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0213,Groceries Item 213,High quality Groceries Item 213 for your daily needs.,22.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0214,Beauty Item 214,High quality Beauty Item 214 for your daily needs.,23.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0215,Electronics Item 215,High quality Electronics Item 215 for your daily needs.,24.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0216,Home & Kitchen Item 216,High quality Home & Kitchen Item 216 for your daily needs.,25.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0217,Clothing Item 217,High quality Clothing Item 217 for your daily needs.,26.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0218,Groceries Item 218,High quality Groceries Item 218 for your daily needs.,27.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0219,Beauty Item 219,High quality Beauty Item 219 for your daily needs.,28.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0220,Electronics Item 220,High quality Electronics Item 220 for your daily needs.,29.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0221,Home & Kitchen Item 221,High quality Home & Kitchen Item 221 for your daily needs.,30.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0222,Clothing Item 222,High quality Clothing Item 222 for your daily needs.,31.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0223,Groceries Item 223,High quality Groceries Item 223 for your daily needs.,32.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0224,Beauty Item 224,High quality Beauty Item 224 for your daily needs.,33.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0225,Electronics Item 225,High quality Electronics Item 225 for your daily needs.,34.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0226,Home & Kitchen Item 226,High quality Home & Kitchen Item 226 for your daily needs.,35.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0227,Clothing Item 227,High quality Clothing Item 227 for your daily needs.,36.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0228,Groceries Item 228,High quality Groceries Item 228 for your daily needs.,37.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0229,Beauty Item 229,High quality Beauty Item 229 for your daily needs.,38.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0230,Electronics Item 230,High quality Electronics Item 230 for your daily needs.,39.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0231,Home & Kitchen Item 231,High quality Home & Kitchen Item 231 for your daily needs.,40.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0232,Clothing Item 232,High quality Clothing Item 232 for your daily needs.,41.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0233,Groceries Item 233,High quality Groceries Item 233 for your daily needs.,42.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0234,Beauty Item 234,High quality Beauty Item 234 for your daily needs.,43.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0235,Electronics Item 235,High quality Electronics Item 235 for your daily needs.,44.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0236,Home & Kitchen Item 236,High quality Home & Kitchen Item 236 for your daily needs.,45.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0237,Clothing Item 237,High quality Clothing Item 237 for your daily needs.,46.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0238,Groceries Item 238,High quality Groceries Item 238 for your daily needs.,47.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0239,Beauty Item 239,High quality Beauty Item 239 for your daily needs.,48.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0240,Electronics Item 240,High quality Electronics Item 240 for your daily needs.,49.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0241,Home & Kitchen Item 241,High quality Home & Kitchen Item 241 for your daily needs.,50.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0242,Clothing Item 242,High quality Clothing Item 242 for your daily needs.,51.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0243,Groceries Item 243,High quality Groceries Item 243 for your daily needs.,52.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0244,Beauty Item 244,High quality Beauty Item 244 for your daily needs.,53.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0245,Electronics Item 245,High quality Electronics Item 245 for your daily needs.,54.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0246,Home & Kitchen Item 246,High quality Home & Kitchen Item 246 for your daily needs.,55.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0247,Clothing Item 247,High quality Clothing Item 247 for your daily needs.,56.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0248,Groceries Item 248,High quality Groceries Item 248 for your daily needs.,57.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0249,Beauty Item 249,High quality Beauty Item 249 for your daily needs.,58.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0250,Electronics Item 250,High quality Electronics Item 250 for your daily needs.,59.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0251,Home & Kitchen Item 251,High quality Home & Kitchen Item 251 for your daily needs.,60.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0252,Clothing Item 252,High quality Clothing Item 252 for your daily needs.,61.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0253,Groceries Item 253,High quality Groceries Item 253 for your daily needs.,62.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0254,Beauty Item 254,High quality Beauty Item 254 for your daily needs.,63.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0255,Electronics Item 255,High quality Electronics Item 255 for your daily needs.,64.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0256,Home & Kitchen Item 256,High quality Home & Kitchen Item 256 for your daily needs.,65.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0257,Clothing Item 257,High quality Clothing Item 257 for your daily needs.,66.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0258,Groceries Item 258,High quality Groceries Item 258 for your daily needs.,67.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0259,Beauty Item 259,High quality Beauty Item 259 for your daily needs.,68.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0260,Electronics Item 260,High quality Electronics Item 260 for your daily needs.,69.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0261,Home & Kitchen Item 261,High quality Home & Kitchen Item 261 for your daily needs.,70.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
CLO-0262,Clothing Item 262,High quality Clothing Item 262 for your daily needs.,71.99,Clothing,https://images.unsplash.com/photo-1523381210434-271e8be1f52b?q=80&w=200
GRO-0263,Groceries Item 263,High quality Groceries Item 263 for your daily needs.,72.99,Groceries,https://images.unsplash.com/photo-1542838132-92c53300491e?q=80&w=200
BEA-0264,Beauty Item 264,High quality Beauty Item 264 for your daily needs.,73.99,Beauty,https://images.unsplash.com/photo-1596462502278-27bfdc403348?q=80&w=200
ELE-0265,Electronics Item 265,High quality Electronics Item 265 for your daily needs.,74.99,Electronics,https://images.unsplash.com/photo-1550009158-9ebf69173e03?q=80&w=200
HOM-0266,Home & Kitchen Item 266,High quality Home & Kitchen Item 266 for your daily needs.,75.99,Home & Kitchen,https://images.unsplash.com/photo-1556912173-3c0e68ae06a6?q=80&w=200
